critic,fresh,imdb,publication,quote,review_date,rtid,title
Mick LaSalle,rotten,386117,San Francisco Chronicle,"Where the Wild Things Are is audacious in its refusal to be reassuring, which makes it hard to love, but also hard to dismiss.",16/10/2009,770671948,Where the Wild Things Are
Peter Howell,fresh,386117,Toronto Star,"It's a joy for thinking moviegoers of any age. It doesn't seek to ""keep out all the sadness,"" yet neither does it wallow in gloom. Instead it presents childhood as a journey filled with things both wonderful and fearful, and ultimately all of the mind.",16/10/2009,770671948,Where the Wild Things Are
Christopher Orr,fresh,386117,The New Republic,"Where the Wild Things Are may not be a great film for children (or, at least, most children). But it is something rarer still: a great, and unsparing, film about childhood.",15/10/2009,770671948,Where the Wild Things Are
Eric D. Snider,fresh,386117,Film.com,The film is lacking as a whole -- it's individual moments and scenes that make it worth seeing.,15/10/2009,770671948,Where the Wild Things Are
Stephanie Zacharek,rotten,386117,Salon.com,"Jonze's ideas, visual and otherwise, spill out in a faux-philosophical ramble that isn't nearly as deep as he thinks it is; at best, it's a scrambled tone poem. Even the look of the picture becomes tiresome after a while.",15/10/2009,770671948,Where the Wild Things Are
Claudia Puig,fresh,386117,USA Today,Where the Wild Things Are is a fiercely innovative film with surprising texture and nuance. It captures the joy and exuberance of childhood without shying away from its very real pains and woes.,15/10/2009,770671948,Where the Wild Things Are
Joe Morgenstern,fresh,386117,Wall Street Journal,"Where the Wild Things Are honors the book in every imaginable way, and in ways no one could have imagined until Spike Jonze and his collaborators came along.",15/10/2009,770671948,Where the Wild Things Are
Kenneth Turan,rotten,386117,Los Angeles Times,"Sometimes you are better off with 10 sentences than tens of millions of dollars, and this is one of those times.",15/10/2009,770671948,Where the Wild Things Are
Manohla Dargis,fresh,386117,New York Times,Where the Wild Things Are is an alternately perfect and imperfect if always beautiful adaptation of the Maurice Sendak children's book.,15/10/2009,770671948,Where the Wild Things Are
Peter Travers,fresh,386117,Rolling Stone,"For all the money spent, the film's success is best measured by its simplicity and the purity of its innovation. Jonze has filmed a fantasy as if it were absolutely real, allowing us to see the world as Max sees it, full of beauty and terror.",15/10/2009,770671948,Where the Wild Things Are
Colin Covert,fresh,386117,Minneapolis Star Tribune,"In an era glutted with sanitized, prefabricated, computer-generated kids' stuff, this is an experience of sophisticated cross-generational appeal. It digs deep into childhood's bright, manic exuberance and also its confusion and gloom.",15/10/2009,770671948,Where the Wild Things Are
Todd McCarthy,rotten,125454,Variety,Paulie has moments of minor charm but lacks the magic to fully capture the imaginations of either children or adults.,12/05/2008,11537,Paulie
Lisa Alspector,fresh,125454,Chicago Reader,"Shalhoub gives an impressively nuanced performance in the dangerously cliched role, and Paulie -- a combination of trained parrots, animatronics, and the voice of Mohr -- comes across as a fully developed character.",12/05/2008,11537,Paulie
Bob Heisler,fresh,125454,Los Angeles Times,"A perfect family movie with the intelligence, humor and hug-me moments to be a great first-date movie, too. Just remember to bring a hankie.",14/02/2001,11537,Paulie
Louis B. Parks,fresh,125454,Houston Chronicle,Unusual and surprisingly agreeable.,1/01/2000,11537,Paulie
Roger Ebert,rotten,125454,Chicago Sun-Times,"The film is aimed at children, I suppose, although I don't think they'll like Paulie all that much. I didn't.",1/01/2000,11537,Paulie
Peter Stack,rotten,125454,San Francisco Chronicle,"Paulie has elements of a good weepy, but overall it never quite gels beyond being a passable novelty.",1/01/2000,11537,Paulie
Lawrence Van Gelder,fresh,125454,New York Times,It is something to behold.,1/01/2000,11537,Paulie
Lael Loewenstein,rotten,120642,Variety,"The kind of plodding, conventional fare usually reserved for TV movies.",4/10/2009,11076,"A Cool, Dry Place"
Roger Ebert,fresh,119250,Chicago Sun-Times,"Takeshi Kitano, who made it, must be very serene or very angry; only extreme states allow such a narrow focus.",1/01/2000,19686,Hana-bi
Derek Adams,rotten,119942,Time Out,"As satire, it's toothless and indulgent; as drama of conscience, it's not a patch on real life...",24/06/2006,12462,Primary Colors
Kenneth Turan,fresh,119942,Los Angeles Times,A smart and savvy piece of work.,14/02/2001,12462,Primary Colors
Todd McCarthy,fresh,119942,Variety,Travolta's warmth and expansiveness effectively amplify and embellish the likable and personable side of Stanton.,14/02/2001,12462,Primary Colors
James Berardinelli,rotten,119942,ReelViews,Dramatically weak.,1/01/2000,12462,Primary Colors
Mick LaSalle,rotten,119942,San Francisco Chronicle,The movie loses something by downplaying the book's arresting contrast between Stanton's smooth dishonesty and Picker's raw sincerity.,1/01/2000,12462,Primary Colors
Janet Maslin,rotten,119942,New York Times,The film seldom displays much in the way of directorial hallmarks.,1/01/2000,12462,Primary Colors
Roger Ebert,fresh,119942,Chicago Sun-Times,The movie is endlessly inventive and involving.,1/01/2000,12462,Primary Colors
Charles Taylor,rotten,119942,Salon.com,"A slack, tepid picture stuck in a no man's land between satire and drama.",1/01/2000,12462,Primary Colors
Susan Stark,fresh,119942,Detroit News,The movie itself makes no judgment. It's smart enough to ask you to do that by yourself and for yourself.,1/01/2000,12462,Primary Colors
David Denby,fresh,119942,New York Magazine,"This entertaining but rather peculiar movie asks extraordinary questions, and I wish it were better equipped to give the answers.",1/01/2000,12462,Primary Colors
John Hartl,fresh,119942,Film.com,Primary Colors is the Mr. Smith Goes to Washington of our jaded era.,1/01/2000,12462,Primary Colors
Lisa Schwarzbaum,fresh,119942,Entertainment Weekly,"Adapting Joe Klein's roman a clef of the same name, ferociously witty screenwriter Elaine May and her smooth old compatriot in comedy, director Mike Nichols, have made a zingy drama and have staffed it well.",1/01/2000,12462,Primary Colors
Sean Means,fresh,119942,Film.com,A hilariously entertaining movie.,1/01/2000,12462,Primary Colors
Tom Keogh,rotten,119942,Film.com,"There are piecemeal wonders in Primary Colors, but not the grand and resonant vision the film should have been.",1/01/2000,12462,Primary Colors
Jeff Millar,rotten,119942,Houston Chronicle,"May and Nichols may not be right for the material, especially the Searching for Jimmy Stewart component, which feels more labored as the film proceeds.",1/01/2000,12462,Primary Colors
Robert Horton,fresh,119942,Film.com,"Like its politicians, the movie is savvy about using whatever it takes to achieve a goal.",1/01/2000,12462,Primary Colors
David Edelstein,rotten,119942,Slate,"It's hard for me fully to express how deeply rotten I think Primary Colors is. Adjectives like 'glib,' 'coarse,' and 'sour' don't fully do it.",1/01/2000,12462,Primary Colors
Jay Carr,fresh,119942,Boston Globe,Those who wonder how good a Clinton impersonation Travolta does miss the point.,1/01/2000,12462,Primary Colors
Kevin Thomas,fresh,120510,Los Angeles Times,"A wonderful family film that deals sensitively, and even with humor, with a fairly unusual situation for the screen: a 9-year-old's struggles with his faith in God.",14/02/2001,11600,Wide Awake
Peter Stack,rotten,120510,San Francisco Chronicle,"Children, too, will be bored to tears navigating through some of the talky spiritual gunk.",1/01/2000,11600,Wide Awake
James Berardinelli,fresh,120510,ReelViews,"I was aware of the problems, but that didn't diminish the warm, fuzzy glow I was experiencing.",1/01/2000,11600,Wide Awake
Jeff Millar,rotten,120510,Houston Chronicle,"The fact is, just too many of the characters and plot points are right out of the stock room: the obligatory fat kid; the obligatory bully; the obligatory kid whose parents can't really afford Catholic school tuition ...",1/01/2000,11600,Wide Awake
Stephen Holden,rotten,120510,New York Times,"Beneath its suffocating, smug sentimentality, you have to look hard to uncover a single moment of truth and genuine feeling.",1/01/2000,11600,Wide Awake
Roger Ebert,rotten,120510,Chicago Sun-Times,I wonder who the movie was made for.,1/01/2000,11600,Wide Awake
Michael O'Sullivan,fresh,124179,Washington Post,"The young actresses Graham and Wagner here create two characters who feel whole, distinct and weighty.",12/02/2008,14815,Two Girls and a Guy
Rita Kempley,fresh,124179,Washington Post,"An edgy, gabby, salaciously subversive sex farce.",12/02/2008,14815,Two Girls and a Guy
David Edelstein,fresh,124179,Slate,"You gotta admire a director who can come up with a way to hang out in such luxurious digs for two weeks, acting out sexual situations with three of the dishiest young actors in the business.",12/02/2008,14815,Two Girls and a Guy
Todd McCarthy,fresh,124179,Variety,"A lively, if slender, perpetuation of the battle between the sexes on a modern battleground.",12/02/2008,14815,Two Girls and a Guy
Lisa Alspector,rotten,124179,Chicago Reader,"Writer-director James Toback must believe his audience is hopelessly prudish if he thinks this pedantic story, which takes place over several hours in a Manhattan loft, is provocative.",12/02/2008,14815,Two Girls and a Guy
Andrew Sarris,fresh,124179,New York Observer,"Toback has somehow managed to prolong and expand this sketchy egg-on-your-face situation with a series of unexpected ironies and power role reversals that are not without wit, humor and intelligence.",27/04/2007,14815,Two Girls and a Guy
Geoff Andrew,fresh,124179,Time Out,"A thoroughly engrossing, intelligent and enjoyable experience.",24/06/2006,14815,Two Girls and a Guy
Jack Mathews,rotten,124179,Los Angeles Times,A small movie with some big moments and a lot of unfinished business.,14/02/2001,14815,Two Girls and a Guy
David Denby,rotten,124179,New York Magazine,"Two Girls and a Guy isn't a satisfying movie, but Downey is alarmingly brilliant in it.",1/01/2000,14815,Two Girls and a Guy
Janet Maslin,fresh,124179,New York Times,"Robert Downey Jr.'s Blake Allen is enough of a raging dynamo to find the dark humor and desperate romanticism at the heart of Mr. Toback's ego trip of a premise, and to make Blake sympathetic too.",1/01/2000,14815,Two Girls and a Guy
Mick LaSalle,fresh,124179,San Francisco Chronicle,"Wagner doesn't wink at the audience to let it know she's not as ignorant and naive as the character she plays. It's a performance that risks being misunderstood, and it probably will be.",1/01/2000,14815,Two Girls and a Guy
Charles Taylor,fresh,124179,Salon.com,Downey's last scene knocks the wind out of you: You may feel you need a moment or two before you can get up out of your seat.,1/01/2000,14815,Two Girls and a Guy
Roger Ebert,fresh,124179,Chicago Sun-Times,Sometimes the story behind a movie can bring an angle to what's on the screen.,1/01/2000,14815,Two Girls and a Guy
Ben Walters,fresh,421238,Time Out,"A beautifully shot tracker's western that brings the Fordian poles of garden and desert to bear on the bushrangers' Outback, this is also a revenge drama of substantial horror.",24/06/2006,155654902,The Proposition
Joe Morgenstern,fresh,421238,Wall Street Journal,A visionary tale of a fragile civilizing impulse crushed by family loyalty and a lust for revenge in the vast Outback of the late 19th century.,22/06/2006,155654902,The Proposition
John Hartl,rotten,421238,Seattle Times,"It doesn't offer much that hasn't already been said about lawless frontier towns, bonds between outlaws or the settling of the West.",9/06/2006,155654902,The Proposition
Roger Moore,rotten,421238,Orlando Sentinel,"By the end, it all pays off exactly the way a hundred earlier Westerns did.",9/06/2006,155654902,The Proposition
Peter Debruge,fresh,421238,Miami Herald,"In-your-face combativeness is The Proposition's power, and for those of you who value your westerns, the effect is not unlike that of The Wild Bunch or Unforgiven.",9/06/2006,155654902,The Proposition
Bill Muller,fresh,421238,Arizona Republic,"It's fitting that The Proposition is set Down Under, because in many ways, it's a reverse Western.",8/06/2006,155654902,The Proposition
Tom Long,fresh,421238,Detroit News,"An intense piece of wilderness ugliness that mixes family, honor, decency, revenge, racism and mindless blood lust in a manner that satisfies even if it never astounds.",2/06/2006,155654902,The Proposition
Ruthe Stein,fresh,421238,San Francisco Chronicle,The squeamish should skip this film. But its recurring violence seems justified in terms of the story Cave sets out to tell and is up a familiar alley for the songwriter who has an album called Murder Ballads.,26/05/2006,155654902,The Proposition
Amy Biancolli,fresh,421238,Houston Chronicle,"Murder ballad for the slice-and-dice age, a film of sensitive artistry laced with gore.",26/05/2006,155654902,The Proposition
Rick Groen,rotten,421238,Globe and Mail,"This is the crucial proposition The Proposition misses: To make us truly despair about the face of violence, it must be firmly attached to someone we know, and not merely blown off someone we don't.",26/05/2006,155654902,The Proposition
Ty Burr,fresh,421238,Boston Globe,"A near-masterpiece of mood and menace, and one that deserves to be seen on the largest screen possible.",26/05/2006,155654902,The Proposition
Philip Wuntch,fresh,421238,Dallas Morning News,"It's consistently compelling and thought-provoking. This one will stay with you, and despite its disturbing moments, you'll welcome it.",25/05/2006,155654902,The Proposition
Ann Hornaday,fresh,421238,Washington Post,A revisionist western that brings its own brand of sanguinary honesty to the genre.,25/05/2006,155654902,The Proposition
Jan Stuart,fresh,421238,Newsday,"Offering proportionate measures of raw violence and lyrical soliloquizing, the Peckinpah-influenced The Proposition is for those who prefer their western action unvarnished but immaculately framed.",25/05/2006,155654902,The Proposition
Colin Covert,fresh,421238,Minneapolis Star Tribune,"Hillcoat creates a vision as nihilistic as any horror film ever put on a screen, but so well acted and carefully conceived that it transcends exploitation.",25/05/2006,155654902,The Proposition
Eleanor Ringel Gillespie,fresh,421238,Atlanta Journal-Constitution,"The movie gets at something primal in the pit of your stomach, something that speaks of loyalty and betrayal, of men's souls -- or the lack thereof.",25/05/2006,155654902,The Proposition
Lisa Schwarzbaum,fresh,421238,Entertainment Weekly,A pitiless yet elegiac Australian Western as caked with beauty as it is with blood.,20/05/2006,155654902,The Proposition
Robert Denerstein,fresh,421238,Denver Rocky Mountain News,"I'm guessing that Hillcoat wants us to see The Proposition as a howling, heartsick message from our savage selves. The story is ugly, but there's some beauty in the telling.",19/05/2006,155654902,The Proposition
Michael Booth,rotten,421238,Denver Post,"Over the top, Down Under.",19/05/2006,155654902,The Proposition
Todd McCarthy,rotten,120772,Variety,The plot's hokey contrivances and the theatrical shtick tend to prevail over the sporadic moments of insight and emotional truth.,26/03/2009,14254,The Object of My Affection
,rotten,120772,Time Out,It never persuades you it belongs on the big screen.,26/01/2006,14254,The Object of My Affection
Ruthe Stein,fresh,120772,San Francisco Chronicle,The best romantic comedy so far this year.,18/06/2002,14254,The Object of My Affection
Janet Maslin,fresh,120772,New York Times,"This comedy is content to enjoy the beguiling antics of Ms. Aniston, who is as skillful here as she is miscast, and to let its colorful minor characters give it a sitcom spin.",1/01/2000,14254,The Object of My Affection
Roger Ebert,rotten,120772,Chicago Sun-Times,"There is a movie fighting to get out of The Object of My Affection, and I like it better than the movie it's trapped in.",1/01/2000,14254,The Object of My Affection
David Denby,rotten,120772,New York Magazine,"Paul Rudd is charming, and some of the scenes are intelligently written and played, but at a recent screening people on all sides of me were squirming in discomfort.",1/01/2000,14254,The Object of My Affection
James Berardinelli,fresh,120772,ReelViews,"While some of the solutions are a little facile, the film nevertheless succeeds, due in large part to a luminous performance by Jennifer Aniston...",1/01/2000,14254,The Object of My Affection
Gerald Clarke,fresh,94737,TIME Magazine,A delightful comedy-fantasy.,2/08/2013,10396,Big
Desmond Ryan,fresh,94737,Philadelphia Inquirer,"Penny Marshall brings a logic to the premise that is sustained through most of the movie. And where the other movies snickered at the sexual possibilities in the idea, she faces up to them with both candor and taste.",2/08/2013,10396,Big
Jay Boyar,fresh,94737,Orlando Sentinel,"This setup isn't exactly what you'd call plausible, but the follow-through is consistent and clever.",2/08/2013,10396,Big
Kevin Thomas,fresh,94737,Los Angeles Times,"Big, which has been directed by Penny Marshall with verve and impeccable judgment, drops a child's innocence into the corporate rat race as if it were a depth charge.",29/07/2013,10396,Big
Dave Kehr,fresh,94737,Chicago Tribune,"When Marshall brings Hanks and Perkins together, she discovers a grace and lightness in their relationship that transcends the pinched thematics of the script.",29/07/2013,10396,Big
Gene Siskel,fresh,94737,Chicago Tribune,Not a major movie but a pleasing one.,16/01/2013,10396,Big
Jonathan Rosenbaum,rotten,94737,Chicago Reader,As far as the movie's message is considered -- if only grown-ups could be more like kids -- Jerry Lewis did an infinitely better job of plugging it in the 50s.,1/04/2008,10396,Big
Variety Staff,fresh,94737,Variety,Unspools with enjoyable genuineness and ingenuity.,1/04/2008,10396,Big
Geoff Andrew,fresh,94737,Time Out,"Marshall, Hanks, and his co-stars seldom put a foot wrong.",24/06/2006,10396,Big
Janet Maslin,fresh,94737,New York Times,"For any other full-grown actors who try their hands at fidgeting, squirming, throwing water balloons and wolfing down food in a huge variety of comically disgusting ways, this really is the performance to beat.",20/05/2003,10396,Big
Hal Hinson,fresh,94737,Washington Post,"What's great about it is that it shows how wonderfully full of toys the world of adults can be. And though this may fall under the heading of tiny, perhaps even fatuous, revelations, it does send you out of the theater with a lighter step.",1/01/2000,10396,Big
James Berardinelli,fresh,94737,ReelViews,"The film is funny, sweet, and even a little edgy. It's also emotionally honest and almost never crass.",1/01/1988,10396,Big
Kenneth Turan,fresh,120728,Los Angeles Times,Sharp-eyed and charming.,14/02/2001,14733,The Last Days of Disco
Laura Miller,fresh,120728,Salon.com,The pleasures in The Last Days of Disco come when the friends rant and quarrel and sulk and circle each other with an unstable mixture of need and resentment.,1/01/2000,14733,The Last Days of Disco
Roger Ebert,fresh,120728,Chicago Sun-Times,[Stillman] nails his characters with perfectly heard dialogue and laconic satire.,1/01/2000,14733,The Last Days of Disco
Mick LaSalle,rotten,120728,San Francisco Chronicle,"In its last hour, the picture becomes more clumsy and tiresome, but the stray laugh and the disco sound keep it pulsing.",1/01/2000,14733,The Last Days of Disco
James Berardinelli,fresh,120728,ReelViews,The combination of sharply-realized dialogue and infectiously energetic dance sequences keeps The Last Days of Disco from losing steam.,1/01/2000,14733,The Last Days of Disco
Janet Maslin,fresh,120728,New York Times,"If this film ... doesn't fully rise to the lovely vibrancy of Barcelona, it still extends the witty, quizzical style of Stillman's social comedies onto inviting new terrain.",1/01/2000,14733,The Last Days of Disco
Emanuel Levy,fresh,124718,Variety,"Lacking the moral indignation and militant politics of Lee's former work, this vibrantly colorful father-son melodrama is soft at the center, but it's one of the most accessible films Lee has made and Denzel Washington is terrific.",25/03/2008,13529,He Got Game
Andrew Sarris,rotten,124718,New York Observer,"At the end of Mr. Lee's movie, all you feel is the distraction of Mr. Lee's stylistic exhibitionism, without which, I concede, he might not be regarded as a genius in some quarters.",27/04/2007,13529,He Got Game
David Edelstein,fresh,124718,Slate,"[Lee] gets a charming performance from Allen, who, in his acting debut, occupies his pedestal with grace and diffidence.",25/03/2007,13529,He Got Game
Jonathan Rosenbaum,fresh,124718,Chicago Reader,"As usual, Lee tries many kinds of stylistic effects and uses wall-to-wall music (by Aaron Copland and Public Enemy); what's different this time is how personally driven the story feels.",25/03/2007,13529,He Got Game
Derek Adams,rotten,124718,Time Out,"Most scenes play too long, with a surplus of ideas, textures, tones and characters, and after 134 minutes it's clear Lee's problem with closure hasn't gone away.",9/02/2006,13529,He Got Game
Peter Stack,fresh,124718,San Francisco Chronicle,"Washington's Jake Shuttlesworth looks tough and hard, an odd but refreshing turn for an actor long associated with handsomely heroic roles.",18/06/2002,13529,He Got Game
Rick Groen,rotten,124718,Globe and Mail,A two-hour air ball.,12/04/2002,13529,He Got Game
Kenneth Turan,fresh,124718,Los Angeles Times,Washington is so consistently effective an actor that it hardly needs be said that his excellent performance as the beleaguered Jake carries the film.,14/02/2001,13529,He Got Game
David Denby,fresh,124718,New York Magazine,"The movie is a volatile combination of ambitious mythmaking and nasty reality, and like most of Spike Lee's work, it is also an inextricable combination of good and bad.",1/01/2000,13529,He Got Game
James Berardinelli,fresh,124718,ReelViews,an effective companion piece to Hoop Dreams and Blue Chips.,1/01/2000,13529,He Got Game
Jay Carr,fresh,124718,Boston Globe,Milwaukee Bucks guard Ray Allen delivers nothing less than the best performance ever put on film by a pro athlete.,1/01/2000,13529,He Got Game
Mike Clark,fresh,124718,USA Today,The year's first Hollywood movie to burst with palpable feeling.,1/01/2000,13529,He Got Game
Stanley Kauffmann,rotten,124718,The New Republic,"Lee is a long way from the size and scope of his best film, Do the Right Thing, but at least he is working on a subject he cares about and is doing it with polish.",1/01/2000,13529,He Got Game
Roger Ebert,fresh,124718,Chicago Sun-Times,He Got Game is Lee's best film since Malcolm X.,1/01/2000,13529,He Got Game
Janet Maslin,fresh,124718,New York Times,"Lee may never have the narrow focus to sustain a film on storytelling alone, and he may never need it. What he has here is an explosion of spectacular gambits and a great high-concept hook.",1/01/2000,13529,He Got Game
Susan Stark,rotten,124718,Detroit News,"The wildly uneven script includes both disciplined, lively riffs and amateurishly artificial exchanges.",1/01/2000,13529,He Got Game
Gary Kamiya,fresh,124718,Salon.com,"He Got Game is a little too sappy to be a great movie, but it puts the ball in the hole.",1/01/2000,13529,He Got Game
Rick Groen,rotten,119196,Globe and Mail,"Robert Altman the up-and- down director meets John Grisham the constant mediocrity. Just where, in our hypothetical picture, should we place that unlikely scene?",25/04/2003,16637,The Gingerbread Man
Jack Mathews,fresh,119196,Los Angeles Times,"Altman had a fine time composing difficult shots, through screens, bushes and sheets of rain, and Chungwei's images, sometimes delicate, sometimes harsh, stick with you long after you've forgotten their context.",14/02/2001,16637,The Gingerbread Man
Jeff Millar,fresh,119196,Houston Chronicle,"If you like movies more than you do John Grisham, you can leave the story behind and listen to the filmmaking master class that Altman conducts on the screen.",1/01/2000,16637,The Gingerbread Man
Mick LaSalle,fresh,119196,San Francisco Chronicle,There's great pleasure in watching a movie in which the director has thought out everything beforehand.,1/01/2000,16637,The Gingerbread Man
Charles Taylor,fresh,119196,Salon.com,"The Gingerbread Man isn't any more profound than other thrillers, but the distinctive talents of director Robert Altman make it a lot more potent.",1/01/2000,16637,The Gingerbread Man
James Berardinelli,fresh,119196,ReelViews,"Although The Gingerbread Man is a finely-tuned example of mainstream entertainment, and holds the audience's interest for most of its running length, it is a little disappointing.",1/01/2000,16637,The Gingerbread Man
Jonathan Rosenbaum,rotten,119196,Chicago Reader,"Unless one counts a few running gibes against lawyers that can easily be imagined coming from Grisham, Altman basically chooses to treat this hackneyed story straight.",1/01/2000,16637,The Gingerbread Man
Janet Maslin,fresh,119196,New York Times,"With unexpected success, Robert Altman plays a John Grisham mystery in a seductive new key.",1/01/2000,16637,The Gingerbread Man
Roger Ebert,fresh,119196,Chicago Sun-Times,"That it seems a step up from sensationalism is because Grisham has a sure sense of time and place, and Altman and his actors invest the material with a kind of lurid sincerity.",1/01/2000,16637,The Gingerbread Man
Liam Lacey,rotten,118819,Globe and Mail,"The overall purpose of Live Flesh, the latest and reputedly most 'mature' work from Spanish bad-boy director Pedro Almodovar, remains engigmatic.",12/04/2002,13737,Carne trémula
Janet Maslin,fresh,118819,New York Times,"Almodovar, whose work here has newly sophisticated polish, appreciates the dark twists of this story along with the eroticism that bring heat to all the scheming.",1/01/2000,13737,Carne trémula
David Denby,fresh,118819,New York Magazine,"Despite his erotic fixations, Pedro Almodovar is the cinema's last true innocent.",1/01/2000,13737,Carne trémula
Charles Taylor,rotten,118819,Salon.com,"I can only conclude that the people who think Flower and Live Flesh represent the new, mature Almodovar think that his earlier pictures were immature.",1/01/2000,13737,Carne trémula
Mick LaSalle,rotten,118819,San Francisco Chronicle,This is the first Almodovar movie that could be called boring.,1/01/2000,13737,Carne trémula
James Berardinelli,fresh,118819,ReelViews,"Like the gorgeous cinematography (which is used to good effect to eroticize a sex scene), this is all part of Almodovar's stylistic package. Never has it been more impressive than here, where everything (not just the flesh) is vibrant with life.",1/01/2000,13737,Carne trémula
Louis B. Parks,fresh,118819,Houston Chronicle,"Almodovar seems more assured here, confident that he can interest us without overt winking and tomfoolery.",1/01/2000,13737,Carne trémula
Leonard Klady,fresh,120906,Variety,"There's an idiosyncratic talent at work here with the potential to blossom into bigger, better and more accomplished films.",26/03/2009,14635,Zero Effect
Geoff Andrew,fresh,120906,Time Out,"Kasdan's is a very promising debut, its own dearth of feeling offset by able writing, engaging playing and a sure sense of pace.",24/06/2006,14635,Zero Effect
James Berardinelli,rotten,120906,ReelViews,It turns out to be disappointingly ordinary.,1/01/2000,14635,Zero Effect
Elizabeth Williams,rotten,120906,Salon.com,"Try as it might, ""Zero Effect"" just doesn't amount to much.",1/01/2000,14635,Zero Effect
Roger Ebert,fresh,120906,Chicago Sun-Times,"This is one of those movies that creeps up on you, insidiously gathering power. By the end, I was surprised how much I was involved.",1/01/2000,14635,Zero Effect
Janet Maslin,fresh,120906,New York Times,Both Mr. Pullman and the slyly restrained Mr. Stiller keep their characters entertaining even when Mr. Kasdan's interest is elsewhere.,1/01/2000,14635,Zero Effect
Ruthe Stein,rotten,120906,San Francisco Chronicle,"Kasdan is onto something, but he needs to develop it. If he tries to bring Daryl Zero back for a sequel, maybe he'll have a better idea of what to do with his eccentric private eye.",1/01/2000,14635,Zero Effect
John Hartl,rotten,118577,Seattle Times,"The level of humor could be called sophomoric, but that would insult most sophomores.",25/03/2013,16197,An Alan Smithee Film: Burn Hollywood Burn
Michael Wilmington,rotten,118577,Chicago Tribune,"A comedy without laughs, an expose without point.",25/03/2013,16197,An Alan Smithee Film: Burn Hollywood Burn
Owen Gleiberman,rotten,118577,Entertainment Weekly,What turns the witlessness rancid is the way the movie is saturated in the very corruption it thinks it's ridiculing.,7/09/2011,16197,An Alan Smithee Film: Burn Hollywood Burn
Todd McCarthy,rotten,118577,Variety,"A caustic but under-funny ""expose"" of the venality of the motion picture business.",20/07/2009,16197,An Alan Smithee Film: Burn Hollywood Burn
Jonathan Rosenbaum,rotten,118577,Chicago Reader,"If you harbor an interest in watching so-called ""industry smarts"" autodestruct, this carries a certain morbid appeal, but that's about the extent of it.",20/07/2009,16197,An Alan Smithee Film: Burn Hollywood Burn
Kenneth Turan,rotten,118577,Los Angeles Times,Burning is too good for such a wretched fiasco; only a surgical nuclear strike could suitably destroy what has to be one of the most enervating comedies ever made.,14/02/2001,16197,An Alan Smithee Film: Burn Hollywood Burn
Mick LaSalle,fresh,118577,San Francisco Chronicle,"The picture is just a spoof, getting by on wit and a parade of celebrity cameos. Within its modest scope, it pretty much succeeds.",1/01/2000,16197,An Alan Smithee Film: Burn Hollywood Burn
Roger Ebert,rotten,118577,Chicago Sun-Times,"A spectacularly bad film -- incompetent, unfunny, ill-conceived, badly executed, lamely written, and acted by people who look trapped in the headlights.",1/01/2000,16197,An Alan Smithee Film: Burn Hollywood Burn
Janet Maslin,rotten,118577,New York Times,"Incidentally, it's a bad idea to try bailing out hopelessly flat comedy with outtakes that are funnier than the in-takes manage to be.",1/01/2000,16197,An Alan Smithee Film: Burn Hollywood Burn
Michael O'Sullivan,fresh,138563,Washington Post,"Our culture has notoriously short attention spans and memories, but Kurt and Courtney goes a long way toward undoing the meticulous public relations campaign that Love has orchestrated in an effort to whitewash her tarnished image.",11/04/2014,13804,Kurt & Courtney
Daphne Merkin,fresh,138563,New Yorker,"The true circumstances of Cobain's death remain cloudy, but one comes away from the film unnerved by the distance travelled.",11/04/2014,13804,Kurt & Courtney
Steven Rea,fresh,138563,Philadelphia Inquirer,"Kurt and Courtney is an entertaining swim through the muck of the rock underworld. But as journalism, it's an utterly sloppy piece of work.",11/04/2014,13804,Kurt & Courtney
David Bianculli,rotten,138563,New York Daily News,We do get a strong sense that Love is a loose cannon with a short fuse. But in a freewheeling documentary about a drug-addled rock-star couple that hardly qualifies as a news flash.,11/04/2014,13804,Kurt & Courtney
Michele Greppi,fresh,138563,New York Post,It would be one mondo bizarro freak show but for the participation of some who clearly cared for the troubled young Cobain.,11/04/2014,13804,Kurt & Courtney
Greg Kot,rotten,138563,Chicago Tribune,We're left with only one credible impression of Courtney Love: That she is incredibly ambitious. What a shock!,11/04/2014,13804,Kurt & Courtney
Jay Boyar,fresh,138563,Orlando Sentinel,"In the Kurt-and-Courtney relationship, Broomfield has gotten ahold of an engrossing subject. And he pretty much has what it takes to do it justice.",11/04/2014,13804,Kurt & Courtney
Patrick MacDonald,rotten,138563,Seattle Times,You know little more about the subject when you leave the theater as when you came in.,11/04/2014,13804,Kurt & Courtney
Lisa Alspector,fresh,138563,Chicago Reader,"This patchwork portrait is hard to look away from, partly because it exposes how one man rationalizes the dirty job of being a documentary filmmaker.",14/01/2013,13804,Kurt & Courtney
Dennis Harvey,rotten,138563,Variety,"In the end, too, we've learned very little about Cobain's demons --- his alleged chronic stomach pains from stress, etc. --- or why he, and Nirvana, became so important to so many people",26/03/2009,13804,Kurt & Courtney
,fresh,138563,Time Out,"[A] funny, angry, provocative film.",9/02/2006,13804,Kurt & Courtney
Kenneth Turan,fresh,138563,Los Angeles Times,"Unreliable and categorically unfriendly to Love though it is, Kurt & Courtney is thoroughly watchable in a bad car accident, trash TV kind of way.",21/02/2001,13804,Kurt & Courtney
